Date,Close,High,Low,Open,Volume
2021/9/9,572.8374023,573.7628263,564.5085871,566.359435,18735512
2021/9/10,575.6135864,576.5390102,568.2101962,569.13562,16304725
2021/9/13,569.1356812,573.7628005,567.2848334,572.8373766,15198774
2021/9/14,567.284729,571.9118475,566.3593053,571.9118475,14441901
2021/9/15,561.7321777,567.2847199,561.7321777,564.5084488,23433501
2021/9/16,557.78125,564.2886979,556.8516146,560.5701563,22467022
2021/9/17,557.78125,567.0776042,556.8516146,557.78125,40717715
2021/9/22,544.7663574,547.5552637,541.9774512,544.7663574,40642293
2021/9/23,546.6257324,551.2739104,546.6257324,546.6257324,21696296
2021/9/24,555.9219971,555.9219971,548.4849135,549.4145489,16736973
2021/9/27,559.640625,559.640625,551.2739047,557.7813538,19464241
2021/9/28,552.2035522,554.0628235,550.344281,553.1331879,16707080
2021/9/29,539.1886597,541.9775665,536.3997528,539.1886597,49310524
2021/9/30,539.1886597,543.8368378,534.5404816,539.1886597,30465107
2021/10/1,533.6107788,538.2589563,530.8218723,538.2589563,36704493
2021/10/4,531.7514038,534.5403098,528.9624978,533.6106745,20957803
2021/10/5,531.7514038,531.7514038,520.59578,522.4550506,33824024
2021/10/6,530.8218994,533.6108061,525.2440861,532.6811705,32508846
